type,director,cast,date_added,year_added,release_year,duration,listed_in,Type,Netflix Exclusive,Score
Movie,S.S. Wilson,"Fred Ward, Chris Gartin, Helen Shaver, Michael Gross, Marcelo Tubert, Marco Hernandez, José Ramón Rosario, Thomas Rosales Jr.","January 1, 2020",2020,1995,100 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",,,
Movie,Brent Maddock,"Michael Gross, Shawn Christian, Susan Chuang, Charlotte Stewart, Ariana Richards, Tony Genaro, Barry Livingston, John Pappas, Jason Hopkins","January 1, 2020",2020,2001,104 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",,,
Movie,S.S. Wilson,"Michael Gross, Sara Botsford, Billy Drago, Brent Roam, August Schellenberg, J.E. Freeman, Ming Lo, Lydia Look, Sam Ly, Neil Kopit","January 1, 2020",2020,2004,101 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",,,
Movie,Don Michael Paul,"Michael Gross, Jamie Kennedy, Ernest Ndhlovu, Lawrence Joffe, Zak Hendrikz, Natalie Becker, Emmanuel Castis, Brandon Auret, Daniel Janks","January 1, 2020",2020,2015,99 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",,,
Movie,Don Michael Paul,"Michael Gross, Jamie Kennedy, Tanya van Graan, Jamie-Lee Money, Stephanie Schildknecht, Greg Kriek, Jenna Upton, Jay Anstey, Christie Peruso","May 1, 2018",2018,2018,98 min,"Action & Adventure, Comedies, Horror Movies",,,
Movie,Adam Smith,"Michael Fassbender, Brendan Gleeson, Lyndsey Marshal, Georgie Smith, Rory Kinnear, Killian Scott, Sean Harris, Kingsley Ben-Adir, Kacie Anderson, Gerard Kearns","February 22, 2019",2019,2016,100 min,Dramas,,,
Movie,David Paul Meyer,Trevor Noah,"February 21, 2017",2017,2017,67 min,Stand-Up Comedy,,,
Movie,David Paul Meyer,Trevor Noah,"November 20, 2018",2018,2018,64 min,Stand-Up Comedy,,,
Movie,Shyam Benegal,"Leela Naidu, Neena Gupta, Anita Kanwar, Soni Razdan, Dalip Tahil, K.K. Raina, Kunal Kapoor, Keith Stevenson, Naseeruddin Shah, Kulbhushan Kharbanda","December 31, 2019",2019,1985,134 min,"Comedies, Dramas, Independent Movies",,,
Movie,Mukul Anand,"Anil Kapoor, Shah Rukh Khan, Jackie Shroff, Satyendra Kapoor, Gautami, Tinnu Anand, Saeed Jaffrey, Anirudh Agarwal, Mohan Agashe, Himani Shivpuri, Priya Tendulkar, Anjali Jathar, Anang Desai, Pramod Moutho, Subhash Ghai","March 1, 2018",2018,1995,173 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Jitender Pawar,"Manish Chaudhary, Suzanna Mukherjee, Piyush Raina, Rachit Behl, Rohit Chaudhury, Vikram Kochhar, Poonam Pandey","November 1, 2017",2017,2014,113 min,"International Movies, Thrillers",,,
Movie,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Pedro Pascal, Garrett Hedlund, Adria Arjona","March 13, 2019",2019,2019,126 min,Action & Adventure,,,
Movie,"Jesse V. Johnson, Jesse Johnson","Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Celina Jade, Michael Bisping, Michael Jai White, JeeJa Yanin, Dominiquie Vandenberg","June 22, 2019",2019,2019,96 min,"Action & Adventure, International Movies",,,
Movie,Richard Michaels,"Mario Van Peebles, Susan Ruttan, Lane R. Davis, Lynn Whitfield, Adam Faraizl, Polly Holliday, Jay Pennison, John Schuhmacher","October 1, 2011",2011,1991,93 min,"Dramas, Sports Movies",,,
Movie,Joel Crawford,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse, James Corden, Ron Funches, Kunal Nayyar, Aino Jawo, Caroline Hjelt, Walt Dohrn","December 6, 2017",2017,2017,27 min,"Children & Family Movies, Comedies, Music & Musicals",,,
Movie,"Shaul Schwarz, Christina Clusiau",,"February 13, 2018",2018,2017,110 min,Documentaries,,,
Movie,Wolfgang Petersen,"Brad Pitt, Eric Bana, Orlando Bloom, Diane Kruger, Peter O'Toole, Rose Byrne, Sean Bean, Brian Cox, Julie Christie, Saffron Burrows","October 1, 2019",2019,2004,163 min,"Action & Adventure, Dramas",,,
Movie,Tekin Girgin,"Dylan Vox, Lara Heller, Hachem Hicham, David Gray, Kelly B. Jones, Daniel Whyte, Eoin O'Brien, Ego Mikitas","March 12, 2018",2018,2017,90 min,Action & Adventure,,,
Movie,Pramod Pawar,"Makrand Deshpande, Kranti Redkar, Mukesh Rishi, Manoj Joshi, Smita Tambe, Aaditi Pohankar, Sahil Gilbile, Jyoti Joshi","February 1, 2019",2019,2018,128 min,"Comedies, Dramas, International Movies",,,
Movie,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate, Robert Duvall, Dennis Hopper, Alfred Ryder, Strother Martin, Jeff Corey","January 1, 2020",2020,1969,128 min,"Classic Movies, Dramas",,,
Movie,Jeff Wadlow,"Kevin James, Andy Garcia, Zulay Henao, Maurice Compte, Kelen Coleman, Andrew Howard, Rob Riggle, Leonard Earl Howze, Yul Vazquez, Kim Coates, Daniel Zacapa, Ron Rifkin, Jeff Chase","November 11, 2016",2016,2016,98 min,"Action & Adventure, Comedies",,,
Movie,Preston A. Whitmore II,"Columbus Short, Erica Peeples, Vivica A. Fox, Andra Fuller, Jamaar Simon, Starletta DuPois, Nelsan Ellis, Draya Michele, Nafessa Williams, Jennifer Freeman, Lisa Renee Pitts","March 1, 2018",2018,2017,108 min,Dramas,,,
Movie,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath","November 1, 2019",2019,2019,24 min,Movies,,,
Movie,,"Michela Luci, Jamie Watson, Eric Peterson, Cory Doran, Nicolas Aqui","February 1, 2019",2019,2019,24 min,Children & Family Movies,,,
Movie,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath","September 20, 2019",2019,2019,24 min,Children & Family Movies,,,
Movie,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath","November 26, 2019",2019,2019,46 min,Movies,,,
Movie,Nick Simon,"Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp","October 3, 2018",2018,2017,88 min,Horror Movies,,,
Movie,Milind Dhaimade,"Barun Sobti, Shahana Goswami, Vishal Malhotra, Avinash Tiwary, Rasika Dugal, Maanvi Gagroo, Nakul Bhalla, Jay Upadhyay","March 1, 2018",2018,2016,125 min,"Comedies, Independent Movies, International Movies",,,
Movie,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss, Philip Granger, Brandon Jay McLaren, Christie Laing, Chelan Simmons, Travis Nelson, Alex Arsenault","March 29, 2019",2019,2010,89 min,"Comedies, Horror Movies, Independent Movies",,,
Movie,Chandrakant Kulkarni,"Jitendra Joshi, Prateeksha Lonkar, Sharad Ponkshe, Radhika Apte, Veena Jamkar, Yatin Karyekar, Smita Tambe, Vrishasen Dabholkar","February 15, 2018",2018,2012,162 min,"Dramas, Faith & Spirituality, International Movies",,,
Movie,Kabir Sadanand,"Nana Patekar, Dimple Kapadia, Sunil Shetty, Vidya Malvade, Rehan Khan, Anjana Sukhani, Mohnish Bahl, Vrajesh Hirjee","July 1, 2018",2018,2010,128 min,"Comedies, Dramas, International Movies",,,
Movie,Jung Ji-woo,"Kim Go-eun, Jung Hae-in, Park Hae-joon, Kim Guk-hee, Jung Eugene, Choi Jun-young, Yoo Yeol, Nam Mun-cheol","November 5, 2019",2019,2019,123 min,"Dramas, International Movies, Romantic Movies",,,
Movie,"Frank Capra, John Huston, Hugh Stewart, Roy Boulting, Anthony Veiller",Burgess Meredith,"March 31, 2017",2017,1944,76 min,"Classic Movies, Documentaries",,,
Movie,Seong-hun Kim,"Jung-woo Ha, Doona Bae, Dal-su Oh, Jongsoo Kim","June 3, 2017",2017,2016,126 min,"Dramas, International Movies, Thrillers",,,
Movie,David Soren,"Ben Schwartz, Bill Hader, Luis Guzmán, Snoop Dogg, Paul Giamatti, Ryan Reynolds, Maya Rudolph, Ken Jeong, Samuel L. Jackson, Michael Peña, Michelle Rodriguez, Richard Jenkins, Kurtwood Smith, Luis Guzman","September 12, 2019",2019,2013,96 min,"Children & Family Movies, Comedies",,,
Movie,Kevin Smith,"Michael Parks, Justin Long, Haley Joel Osment, Genesis Rodriguez, Johnny Depp, Harley Morenstein, Ralph Garman, Jennifer Schwalbach","July 24, 2018",2018,2014,102 min,Horror Movies,,,
Movie,Hidetaka Inazuka,Stuart Varnam-Atkin,"December 31, 2017",2017,2010,53 min,"Documentaries, International Movies",,,
Movie,To-hoi Kong,"Sammo Kam-Bo Hung, Gillian Chung, Charlene Choi, Wu Jing, Yuen Wah, Jess Zhang, Steven Cheung, Lier Qiu, Shek Sau, Sam Lee, Andy Liang","July 21, 2019",2019,2007,102 min,"Action & Adventure, International Movies",,,
Movie,Buz Wallick,"Karissa Strain, Katie Strain, Yves Bright, Angie Everhart, Thaddeus Shafer, Mary O'Neil","March 15, 2019",2019,2018,86 min,"Horror Movies, Independent Movies, Thrillers",,,
Movie,,"Vijay Maurya, Naman Jain, Usha Nadkarni, Mukesh Chhabra, Prarthana Behere, Jayant Gadekar, Aditi Keskar, Murari Kumar","January 15, 2017",2017,2015,89 min,"Dramas, International Movies",,,
Movie,"Álvaro Longoria, Gerardo Olivares",,"September 28, 2018",2018,2018,117 min,"Documentaries, International Movies",,,
Movie,Gary Young,"Cathy Tyson, Katie Jarvis, David Hayman, Josh Herdman, Dave Johns, Danielle Harold, Kedar Williams-Stirling, Neal Ward","May 1, 2019",2019,2018,80 min,Thrillers,,,
Movie,Kim Nguyen,"Dane DeHaan, Tatiana Maslany, Gordon Pinsent, John Ralston","May 2, 2017",2017,2016,95 min,"Dramas, Independent Movies, Romantic Movies",,,
Movie,"Susan Lambert, Stefan Moore",,"December 1, 2015",2015,2015,78 min,"Documentaries, International Movies",,,
Movie,James Toback,"Mike Tyson, Trevor Berbick","March 1, 2019",2019,2008,90 min,"Documentaries, Sports Movies",,,
Movie,Pawan Kumar,"Roger Narayan, Shraddha Srinath, Dileep Raj, Krishna Hebbale, Ram Manjjonaath, Chethan Dsouza","November 7, 2019",2019,2016,121 min,"International Movies, Thrillers",,,
Movie,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter, James Remar, Brian Presley, Johnny Wactor, Adam Scott Miller, Cody Walker, Callard Harris","September 25, 2019",2019,2016,130 min,Action & Adventure,,,
Movie,Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Ram Kapoor, Aayan Boradia, Manjot Singh, Anand Tiwari, Raja Hudda, Shaunak Sengupta, Varun Khettry, Akshay Sachdev","October 1, 2018",2018,2010,137 min,"Dramas, Independent Movies, International Movies",,,
Movie,Abhishek Chaubey,"Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj","January 1, 2017",2017,2016,146 min,"Dramas, International Movies",,,
Movie,Anurag Kashyap,"Rahul Bhat, Ronit Roy, Tejaswini Kolhapure, Vineet Kumar Singh, Surveen Chawla, Siddhant Kapoor, Girish Kulkarni, Abir Goswami, Madhavi Singh, Anshikaa Shrivastava, Murari Kumar, Sandesh Jadhav","March 1, 2017",2017,2013,125 min,"Dramas, International Movies, Thrillers",,,
Movie,Sachin Kamlakar Khot,"Mallika Sherawat, Ranvir Shorey, Tinnu Anand, Sushmita Mukherjee, Manish Anand, Vihang Nayak, Bharati Achrekar, Zeenat Aman","February 15, 2019",2019,2008,115 min,"Comedies, International Movies, Romantic Movies",,,
Movie,Naresh Saigal,"Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum","October 15, 2017",2017,1959,143 min,"Dramas, International Movies",,,
Movie,Prashant Nair,"Suraj Sharma, Tony Revolori, Smita Tambe, Adil Hussain, Rajesh Tailang, Prateik Babbar, Pramod Pathak, Amit Sial, Sauraseni Maitra","October 1, 2016",2016,2015,96 min,"Dramas, Independent Movies, International Movies",,,
Movie,Claude Lelouch,"Jean Dujardin, Elsa Zylberstein, Christopher Lambert, Alice Pol, Rahul Vohra, Shriya Pilgaonkar, Abhishek Krishnan, Venantino Venantini, Amma, Kalki Koechlin","August 1, 2017",2017,2015,114 min,"Comedies, Dramas, International Movies",,,
Movie,Benedict Andrews,"Rooney Mara, Ben Mendelsohn, Riz Ahmed, Ruby Stokes, Natasha Little, Tara Fitzgerald, Tobias Menzies","April 1, 2018",2018,2016,94 min,"Dramas, International Movies",,,
Movie,Paul Feig,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Gia Mantegna, Dyllan Christopher, Brett Kelly, Quinn Shephard, Paget Brewster, Rob Corddry, Dominique Saldaña","October 1, 2019",2019,2006,90 min,"Children & Family Movies, Comedies",,,
Movie,Michael Mazzola,,"August 21, 2017",2017,2017,104 min,Documentaries,,,
Movie,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero","August 30, 2019",2019,2018,100 min,"International Movies, Thrillers",,,
Movie,Svati Chakravarty Bhatkal,,"June 26, 2019",2019,2019,109 min,"Documentaries, International Movies",,,
Movie,Agustí Villaronga,"Marcel Borràs, Bruna Cusí, Nuria Prims, Oriol Pla, Luisa Gavasa, Terele Pávez, Fernando Esteso, Juan Diego, Roger Casamajor, Jorge Usón","July 17, 2017",2017,2017,116 min,"Dramas, International Movies",,,
Movie,"Paul Taublieb, Jon Freeman",Josh Brolin,"October 1, 2016",2016,2016,92 min,"Documentaries, Sports Movies",,,
Movie,Ahmed Zain,"Ibrahim Almeirasi, Ahmed Saif, Alia Almannai, Mohamed Morshed, Mohamed Alkendi, Tariq Almuhairi","September 1, 2019",2019,2019,95 min,"Comedies, International Movies",,,
Movie,"Daniel Lindsay, T.J. Martin","Montrail 'Money' Brown, O.C. Brown, Bill Courtney, Chavis Daniels","August 18, 2017",2017,2011,113 min,"Documentaries, Sports Movies",,,
Movie,Jonathan Glazer,"Scarlett Johansson, Krystof Hádek, Jeremy McWilliams, Joe Szula, Lynsey Taylor Mackay, Dougie McConnell, Kevin McAlinden, Andrew Gorman, Roy Armstrong, Alison Chand, Paul Brannigan","July 15, 2018",2018,2013,108 min,"Dramas, Independent Movies, International Movies",,,
Movie,Chris Burkard,"Chris Burkard, Sam Hammer, Heidar Logi, Elli Thor Magnusson, Ingo Olsen, Timmy Reyes, Justin Quintal, Steve Hawk, Sigurdur Jonsson, Mark Renneker","December 15, 2017",2017,2017,40 min,"Action & Adventure, Documentaries, Sports Movies",,,
Movie,Archie Borders,"Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole","September 23, 2019",2019,2018,87 min,"Comedies, Independent Movies, Romantic Movies",,,
Movie,Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Arash Marandi, Hamidreza Djavdan, Soussan Farrokhnia, Bijan Daneshmand, Sajjad Delafrooz, Behi Djanati Atai","January 7, 2017",2017,2016,84 min,"Horror Movies, International Movies, Thrillers",,,
Movie,Leslie Small,"Michael Jai White, Vince Swann, Barry Bostwick, Laila Odom, Gary Owen, Affion Crockett, Steven Lee Johnson, Lindsay Lamb, Zac Zedalis, Cj Sykes","November 5, 2019",2019,2019,85 min,Comedies,,,
Movie,Erik Canuel,"James Caan, Jessica Walter, Louis Gossett Jr., Dylan Everett, Paul Sorvino, Kenneth Welsh, Lawrence Dane, Paul Braunstein, Greta Onieogou","November 1, 2017",2017,2016,94 min,"Action & Adventure, Children & Family Movies, Comedies",,,
Movie,John Ford,,"March 31, 2017",2017,1943,61 min,"Classic Movies, Documentaries",,,
Movie,Téo Frank,,"December 15, 2019",2019,2018,65 min,"Documentaries, International Movies, Music & Musicals",,,
Movie,Paul Andrew Williams,"Terence Stamp, Gemma Arterton, Christopher Eccleston, Vanessa Redgrave, Anne Reid, Elizabeth Counsell, Ram John Holder, Bill Thomas, Orla Hill","July 22, 2019",2019,2012,94 min,"Comedies, Dramas, Independent Movies",,,
Movie,Brie Larson,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie, Hamish Linklater, Martha MacIsaac, Karan Soni, Annaleigh Ashford","April 5, 2019",2019,2019,92 min,"Comedies, Dramas, Independent Movies",,,
Movie,Sanjay Patel,"Rahul Bhat, Tillotama Shome, Haresh Dagiya, Jayesh More, Tirth Sharma, Vivek Ghamande, Jay Vithlani, Mehul Buch","December 31, 2019",2019,2017,105 min,"Dramas, Independent Movies, International Movies",,,
Movie,Jennifer Brea,"Jennifer Brea, Omar Wasow, Jessica Taylor-Bearman","January 15, 2018",2018,2017,97 min,Documentaries,,,
Movie,Sherif Mandour,"Kinda Allouch, Ahmed Salah Al-Saadany, Dina Fouad, Amr Youssef, Ahmed Safwat, Madlyn Tabar, Yasser Ali Maher, Nadia Fahmi, Menha Zaytoon, Tamim Abdou, Mostafa Abd Elsalam","June 20, 2019",2019,2011,83 min,"International Movies, Thrillers",,,
Movie,Linda Otto,"Jill Clayburgh, Brad Davis, Sam Behrens","October 1, 2011",2011,1990,95 min,Dramas,,,
Movie,Zoe Berriatúa,"Luis Callejo, Jorge Andreu, Macarena Gómez, Magüi Mira, Álvaro Roig, María Morales, José Luis García Pérez, Kiti Mánver, Ingrid García Jonsson, Liz Lobato","January 29, 2019",2019,2018,86 min,"Dramas, International Movies, Sci-Fi & Fantasy",,,
Movie,Tope Oshin,"Banky Wellington, Rahama Sadau, Kanayo O. Kanayo, Ibrahim Suleiman, Michelle Dede, Adesua Etomi, Hilda Dokubo, Akin Lewis","October 18, 2019",2019,2018,99 min,"Dramas, International Movies",,,
Movie,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman, Amy Morton, Melanie Lynskey, J.K. Simmons, Sam Elliott, Danny McBride, Zach Galifianakis, Chris Lowell","January 1, 2020",2020,2009,110 min,"Comedies, Dramas, Romantic Movies",,,
Movie,Udai Singh Pawar,"Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Rajeev Siddhartha, Sheetal Thakur, Ninad Kamat, Swati Semwal, Eijaz Khan","October 18, 2019",2019,2019,112 min,"Comedies, Dramas, International Movies",,,
Movie,Vijay Kumar,"Vijay Kumar, Vismaya, Shankar Thas, Abbas, Sudhakar, Durai Ramesh","August 2, 2019",2019,2019,116 min,"Dramas, International Movies",,,
Movie,Pradeep Verma,"Sruthi Hariharan, Shraddha Srinath, Shweta Pandit, Achyuth Kumar, Madhukar Niyogi, Prabhu Mundkur, Bhavani Prakash, Ananya Bhat","January 15, 2018",2018,2017,121 min,"Dramas, Independent Movies, International Movies",,,
Movie,Rene Liu,"Jing Boran, Zhou Dongyu, Zhuangzhuang Tian, Qu Zheming, Zhang Zixian","June 22, 2018",2018,2018,119 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Joseph Martin,"Jack Roth, Tim Bentinck, Daniel Kendrick, Sophie Colquhoun, Paul Westwood, Carolyn Backhouse, Louis Dempsey, Andrew Tiernan","July 11, 2018",2018,2017,83 min,"Dramas, International Movies, Thrillers",,,
Movie,Mohamed Hamdy,"Mohamed Ragab, Ayten Amer, Hassan Abdulfattah","September 1, 2019",2019,2018,95 min,"Action & Adventure, Comedies, International Movies",,,
Movie,Manu Ashokan,"Parvathy, Asif Ali, Tovino Thomas, Siddique, Pratap Pothan, Samyuktha Menon, Anarkali Marikar, Prem Prakash","August 14, 2019",2019,2019,119 min,"Dramas, International Movies",,,
Movie,James McTeigue,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman","October 1, 2018",2018,2005,132 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",,,
Movie,Ed Lilly,"Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James","June 19, 2019",2019,2018,99 min,Dramas,,,
Movie,Manoj Beedha,"Guru Somasundaram, Cibi Bhuvana Chandran, Vishagan Vanangamudi, Anisha Ambrose, Chandini Tamilarasan, Azhagamperumal, John Vijay, Vasu Vikram, Hareesh Peradi, Jayaprakash Radhakrishnan","December 15, 2018",2018,2018,145 min,"Dramas, International Movies, Thrillers",,,
Movie,Pete Travis,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ramírez, Saïd Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt","November 1, 2019",2019,2008,90 min,Action & Adventure,,,
Movie,Akin Omotoso,"Mncedisi Shabangu, Sihle Xaba, Sibusiso Msimang, Zimkhitha Nyoka, Warren Masemola, Nomonde Mbusi, Azwile Chamane, Harriet Lenabe","November 1, 2018",2018,2016,106 min,"Dramas, Independent Movies, International Movies",,,
Movie,Ram Gopal Varma,"Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar","October 15, 2017",2017,2016,117 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Ashu Trikha,"Pulkit Samrat, Yuvika Chaudhry, Jimmy Shergill, Supriya Karnik, Kriti Kharbanda, Satish Kaushik","December 31, 2019",2019,2018,130 min,"Comedies, Dramas, International Movies",,,
Movie,Amanda Micheli,,"July 4, 2017",2017,2016,78 min,Documentaries,,,
Movie,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Zawe Ashton, Toni Collette, John Malkovich, Natalia Dyer, Daveed Diggs, Tom Sturridge","February 1, 2019",2019,2019,113 min,"Dramas, Thrillers",,,
Movie,Paco Plaza,"Sandra Escacena, Claudia Placer, Bruna González, Iván Chavero, Ana Torrent, Consuelo Trujillo","February 25, 2018",2018,2017,105 min,"Horror Movies, International Movies, Thrillers",,,
Movie,Hanung Bramantyo,"Fedi Nuril, Rianti Cartwright, Carissa Putri, Melanie Putria, Zaskia Adya Mecca, Surya Saputra, Dennis Adhiswara, Oka Antara","March 27, 2019",2019,2008,126 min,"Dramas, International Movies, Romantic Movies",,,
Movie,Guntur Soeharjanto,"Fedi Nuril, Tatjana Saphira, Dewi Sandra, Chelsea Islan, Nur Fazura, Pandji Pragiwaksono, Arie Untung, Bront Palarae, Dewi Irawan","October 18, 2019",2019,2017,127 min,"Dramas, Faith & Spirituality, International Movies",,,
Movie,Mir-Jean Bou Chaaya,"Alain Saadeh, Fouad Yammine, Tarek Yaacoub, Alexandra Kahwaji, Wissam Fares, Georges Hayeck, Fadi Abi Samra, Marcel Ghanem","January 12, 2017",2017,2015,109 min,"Comedies, Dramas, International Movies",,,
Movie,"Carlos Algara, Alejandro Martinez-Beltran","Arcelia Ramírez, Olga Segura, Sofía Garza","October 1, 2017",2017,2017,81 min,"Dramas, Independent Movies, International Movies",,,
Movie,N. Linguswamy,"Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar","October 1, 2018",2018,2012,156 min,"Action & Adventure, International Movies, Music & Musicals",,,
Movie,Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi, Michael Gambon, David Hayman, Simon Callow, Denzil Smith, Neeraj Kabi, Tanveer Ghani, Om Puri, Lily Travers","December 12, 2017",2017,2017,106 min,Dramas,,,
Movie,Roger Young,"William Devane, Jeri Ryan, Michele Abrams, Nick Searcy, Linda Pierce, J. Don Ferguson, Butch Slade, Joyce Bowden-Kirby","October 1, 2011",2011,1991,93 min,"Dramas, Thrillers",,,
Movie,Brandon Dickerson,"Patrick Davis, Lisa Vidal, Josh Pence, José Zúñiga, Haley Ramm, Matt Angel, J. Michael Trautmann, Lobo Sebastian","July 24, 2017",2017,2015,110 min,Dramas,,,
Movie,David L.G. Hughes,"Anna Demetriou, Timo Nieminen, Will Mellor, Andrew Whipp, Paul Freeman, Terence Stamp, Ian Beattie, Victoria Broom, Taylor Frost, Martyn Ford","February 2, 2019",2019,2018,91 min,"Action & Adventure, Sci-Fi & Fantasy",,,
Movie,Harvey Lilley,Eric Meyers,"March 1, 2017",2017,2016,113 min,Documentaries,,,
Movie,Theodore Boborol,"Julia Barretto, Joshua Garcia, Ronnie Alonte, Maris Racal, Ina Raymundo, Shamaine Centenera, Ana Abad-Santos, Jeric Raval, Allan Paule, Manuel Chua","March 21, 2019",2019,2016,115 min,"International Movies, Romantic Movies",,,
Movie,Gary Michael Schultz,"Emile Hirsch, Zoë Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi","September 2, 2017",2017,2016,101 min,"Dramas, Thrillers",,,
Movie,Marcus Raboy,Vir Das,"April 25, 2017",2017,2017,66 min,Stand-Up Comedy,,,
Movie,Marcus Raboy,Vir Das,"December 11, 2018",2018,2018,68 min,Stand-Up Comedy,,,
Movie,Pankaj Batra,"Arya Babbar, Kanwaljeet Singh, Gulshan Grover, Mehreen Raheel, Aparna Sharma, Aman Dhaliwal, Noman Ijaz","January 30, 2019",2019,2010,127 min,"Dramas, International Movies, Music & Musicals",,,
Movie,Orlando von Einsiedel,,"November 7, 2014",2014,2014,100 min,"Documentaries, International Movies",,,
Movie,,,"February 13, 2015",2015,2015,29 min,Documentaries,,,
Movie,P.T. Kunju Muhammad,"Roshan Mathew, Asha Sarath, Prayaga Martin, Zarina Wahab, Renji Panicker, Leona Lishoy, Santhosh Keezhattoor, Sunil Sukhada","July 1, 2018",2018,2017,125 min,"Dramas, International Movies",,,
Movie,Ganesh Kadam,"Dilip Prabhavalkar, Ashok Samarth, Yatin Karyekar, Nishant Bhavsar, Mrunal Thakur, Vikas Kadam, Utpal Sawant, Ravindra Mankani, Shubhankar Atre, Charudatta Bhagwat","July 15, 2017",2017,2014,116 min,"Dramas, International Movies",,,
Movie,"Yılmaz Erdoğan, Ömer Faruk Sorak","Yılmaz Erdoğan, Demet Akbağ, Altan Erkekli, Cem Yılmaz, Cezmi Baskın, Bican Günalan, Sebnem Sönmez, İclal Aydın, Mesut Çakarli, Zeynep Tokuş","March 10, 2017",2017,2001,106 min,"Comedies, Dramas, International Movies",,,
Movie,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tarık Akan, Altan Erkekli, Cezmi Baskın, İclal Aydın, Demet Akbağ, Tuba Ünsal, Tolga Çevik","March 10, 2017",2017,2004,106 min,"Comedies, Dramas, International Movies",,,
Movie,Kushal Srivastava,"Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi, Rishi Bhutani, Herry Tangri, Vaishnavi Dhanraj, Swati Rajput","December 31, 2019",2019,2018,113 min,"Dramas, International Movies, Thrillers",,,
Movie,"Myles Kane, Josh Koury",Gay Talese,"December 1, 2017",2017,2017,96 min,Documentaries,,,
Movie,Shannon Hartman,W. Kamau Bell,"June 26, 2018",2018,2018,66 min,Stand-Up Comedy,,,
Movie,Vijay Yelakanti,"Lakshmi Manchu, Aadarsh Balakrishna, Priyadarshi Pullikonda, Samrat Reddy, Shrikanth Iyyangar, Shrusti Dange","October 26, 2018",2018,2018,115 min,"Dramas, International Movies, Thrillers",,,
Movie,John Huston,,"March 31, 2017",2017,1943,45 min,Documentaries,,,
